Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2017 
(10/1/16 - 9/30/17)",,,,,"CC Age Split 
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote,FY,Type
8088,X7409XA,"Intentional self-harm by other gas, air or spring-operated gun, initial encounter",Y,,,,,,,88,,,2017,Commercial
8089,X7409XD,"Intentional self-harm by other gas, air or spring-operated gun, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8090,X7409XS,"Intentional self-harm by other gas, air or spring-operated gun, sequela",Y,,,,,,,88,,,2017,Commercial
8091,X748XXA,"Intentional self-harm by other firearm discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8092,X748XXD,"Intentional self-harm by other firearm discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8093,X748XXS,"Intentional self-harm by other firearm discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8094,X749XXA,"Intentional self-harm by unspecified firearm discharge, initial encounter",Y,,,,,,,88,,,2017,Commercial
8095,X749XXD,"Intentional self-harm by unspecified firearm discharge, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8096,X749XXS,"Intentional self-harm by unspecified firearm discharge, sequela",Y,,,,,,,88,,,2017,Commercial
8097,X75XXXA,"Intentional self-harm by explosive material, initial encounter",Y,,,,,,,88,,,2017,Commercial
8098,X75XXXD,"Intentional self-harm by explosive material, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8099,X75XXXS,"Intentional self-harm by explosive material, sequela",Y,,,,,,,88,,,2017,Commercial
8100,X76XXXA,"Intentional self-harm by smoke, fire and flames, initial encounter",Y,,,,,,,88,,,2017,Commercial
8101,X76XXXD,"Intentional self-harm by smoke, fire and flames, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8102,X76XXXS,"Intentional self-harm by smoke, fire and flames, sequela",Y,,,,,,,88,,,2017,Commercial
8103,X770XXA,"Intentional self-harm by steam or hot vapors, initial encounter",Y,,,,,,,88,,,2017,Commercial
8104,X770XXD,"Intentional self-harm by steam or hot vapors, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8105,X770XXS,"Intentional self-harm by steam or hot vapors, sequela",Y,,,,,,,88,,,2017,Commercial
8106,X771XXA,"Intentional self-harm by hot tap water, initial encounter",Y,,,,,,,88,,,2017,Commercial
8107,X771XXD,"Intentional self-harm by hot tap water, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8108,X771XXS,"Intentional self-harm by hot tap water, sequela",Y,,,,,,,88,,,2017,Commercial
8109,X772XXA,"Intentional self-harm by other hot fluids, initial encounter",Y,,,,,,,88,,,2017,Commercial
8110,X772XXD,"Intentional self-harm by other hot fluids, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8111,X772XXS,"Intentional self-harm by other hot fluids, sequela",Y,,,,,,,88,,,2017,Commercial
8112,X773XXA,"Intentional self-harm by hot household appliances, initial encounter",Y,,,,,,,88,,,2017,Commercial
8113,X773XXD,"Intentional self-harm by hot household appliances, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8114,X773XXS,"Intentional self-harm by hot household appliances, sequela",Y,,,,,,,88,,,2017,Commercial
8115,X778XXA,"Intentional self-harm by other hot objects, initial encounter",Y,,,,,,,88,,,2017,Commercial
8116,X778XXD,"Intentional self-harm by other hot objects, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8117,X778XXS,"Intentional self-harm by other hot objects, sequela",Y,,,,,,,88,,,2017,Commercial
8118,X779XXA,"Intentional self-harm by unspecified hot objects, initial encounter",Y,,,,,,,88,,,2017,Commercial
8119,X779XXD,"Intentional self-harm by unspecified hot objects, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8120,X779XXS,"Intentional self-harm by unspecified hot objects, sequela",Y,,,,,,,88,,,2017,Commercial
8121,X780XXA,"Intentional self-harm by sharp glass, initial encounter",Y,,,,,,,88,,,2017,Commercial
8122,X780XXD,"Intentional self-harm by sharp glass, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8123,X780XXS,"Intentional self-harm by sharp glass, sequela",Y,,,,,,,88,,,2017,Commercial
8124,X781XXA,"Intentional self-harm by knife, initial encounter",Y,,,,,,,88,,,2017,Commercial
8125,X781XXD,"Intentional self-harm by knife, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8126,X781XXS,"Intentional self-harm by knife, sequela",Y,,,,,,,88,,,2017,Commercial
8127,X782XXA,"Intentional self-harm by sword or dagger, initial encounter",Y,,,,,,,88,,,2017,Commercial
8128,X782XXD,"Intentional self-harm by sword or dagger, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8129,X782XXS,"Intentional self-harm by sword or dagger, sequela",Y,,,,,,,88,,,2017,Commercial
8130,X788XXA,"Intentional self-harm by other sharp object, initial encounter",Y,,,,,,,88,,,2017,Commercial
8131,X788XXD,"Intentional self-harm by other sharp object, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8132,X788XXS,"Intentional self-harm by other sharp object, sequela",Y,,,,,,,88,,,2017,Commercial
8133,X789XXA,"Intentional self-harm by unspecified sharp object, initial encounter",Y,,,,,,,88,,,2017,Commercial
8134,X789XXD,"Intentional self-harm by unspecified sharp object, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8135,X789XXS,"Intentional self-harm by unspecified sharp object, sequela",Y,,,,,,,88,,,2017,Commercial
8136,X79XXXA,"Intentional self-harm by blunt object, initial encounter",Y,,,,,,,88,,,2017,Commercial
8137,X79XXXD,"Intentional self-harm by blunt object, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8138,X79XXXS,"Intentional self-harm by blunt object, sequela",Y,,,,,,,88,,,2017,Commercial
8139,X80XXXA,"Intentional self-harm by jumping from a high place, initial encounter",Y,,,,,,,88,,,2017,Commercial
8140,X80XXXD,"Intentional self-harm by jumping from a high place, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8141,X80XXXS,"Intentional self-harm by jumping from a high place, sequela",Y,,,,,,,88,,,2017,Commercial
8142,X810XXA,"Intentional self-harm by jumping or lying in front of motor vehicle, initial encounter",Y,,,,,,,88,,,2017,Commercial
8143,X810XXD,"Intentional self-harm by jumping or lying in front of motor vehicle, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8144,X810XXS,"Intentional self-harm by jumping or lying in front of motor vehicle, sequela",Y,,,,,,,88,,,2017,Commercial
8145,X811XXA,"Intentional self-harm by jumping or lying in front of (subway) train, initial encounter",Y,,,,,,,88,,,2017,Commercial
8146,X811XXD,"Intentional self-harm by jumping or lying in front of (subway) train, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8147,X811XXS,"Intentional self-harm by jumping or lying in front of (subway) train, sequela",Y,,,,,,,88,,,2017,Commercial
8148,X818XXA,"Intentional self-harm by jumping or lying in front of other moving object, initial encounter",Y,,,,,,,88,,,2017,Commercial
8149,X818XXD,"Intentional self-harm by jumping or lying in front of other moving object, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8150,X818XXS,"Intentional self-harm by jumping or lying in front of other moving object, sequela",Y,,,,,,,88,,,2017,Commercial
8151,X820XXA,"Intentional collision of motor vehicle with other motor vehicle, initial encounter",Y,,,,,,,88,,,2017,Commercial
8152,X820XXD,"Intentional collision of motor vehicle with other motor vehicle, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8153,X820XXS,"Intentional collision of motor vehicle with other motor vehicle, sequela",Y,,,,,,,88,,,2017,Commercial
8154,X821XXA,"Intentional collision of motor vehicle with train, initial encounter",Y,,,,,,,88,,,2017,Commercial
8155,X821XXD,"Intentional collision of motor vehicle with train, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8156,X821XXS,"Intentional collision of motor vehicle with train, sequela",Y,,,,,,,88,,,2017,Commercial
8157,X822XXA,"Intentional collision of motor vehicle with tree, initial encounter",Y,,,,,,,88,,,2017,Commercial
8158,X822XXD,"Intentional collision of motor vehicle with tree, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8159,X822XXS,"Intentional collision of motor vehicle with tree, sequela",Y,,,,,,,88,,,2017,Commercial
8160,X828XXA,"Other intentional self-harm by crashing of motor vehicle, initial encounter",Y,,,,,,,88,,,2017,Commercial
8161,X828XXD,"Other intentional self-harm by crashing of motor vehicle, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8162,X828XXS,"Other intentional self-harm by crashing of motor vehicle, sequela",Y,,,,,,,88,,,2017,Commercial
8163,X830XXA,"Intentional self-harm by crashing of aircraft, initial encounter",Y,,,,,,,88,,,2017,Commercial
8164,X830XXD,"Intentional self-harm by crashing of aircraft, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8165,X830XXS,"Intentional self-harm by crashing of aircraft, sequela",Y,,,,,,,88,,,2017,Commercial
8166,X831XXA,"Intentional self-harm by electrocution, initial encounter",Y,,,,,,,88,,,2017,Commercial
8167,X831XXD,"Intentional self-harm by electrocution, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8168,X831XXS,"Intentional self-harm by electrocution, sequela",Y,,,,,,,88,,,2017,Commercial
8169,X832XXA,"Intentional self-harm by exposure to extremes of cold, initial encounter",Y,,,,,,,88,,,2017,Commercial
8170,X832XXD,"Intentional self-harm by exposure to extremes of cold, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8171,X832XXS,"Intentional self-harm by exposure to extremes of cold, sequela",Y,,,,,,,88,,,2017,Commercial
8172,X838XXA,"Intentional self-harm by other specified means, initial encounter",Y,,,,,,,88,,,2017,Commercial
8173,X838XXD,"Intentional self-harm by other specified means, subsequent encounter",Y,,,,,,,88,,,2017,Commercial
8174,X838XXS,"Intentional self-harm by other specified means, sequela",Y,,,,,,,88,,,2017,Commercial
8175,Z21,Asymptomatic human immunodeficiency virus [HIV] infection status,Y,,,,,,,1,,,2017,Commercial
8176,Z370,Single live birth,Y,,,,,,,209,,,2017,Commercial
8177,Z371,Single stillbirth,Y,,,,,,,209,,,2017,Commercial
8178,Z372,"Twins, both liveborn",Y,,,,,,,208,,,2017,Commercial
8179,Z373,"Twins, one liveborn and one stillborn",Y,,,,,,,208,,,2017,Commercial
8180,Z374,"Twins, both stillborn",Y,,,,,,,208,,,2017,Commercial
8181,Z3750,"Multiple births, unspecified, all liveborn",Y,,,,,,,207,,,2017,Commercial
8182,Z3751,"Triplets, all liveborn",Y,,,,,,,207,,,2017,Commercial
8183,Z3752,"Quadruplets, all liveborn",Y,,,,,,,207,,,2017,Commercial
8184,Z3753,"Quintuplets, all liveborn",Y,,,,,,,207,,,2017,Commercial
8185,Z3754,"Sextuplets, all liveborn",Y,,,,,,,207,,,2017,Commercial
8186,Z3759,"Other multiple births, all liveborn",Y,,,,,,,207,,,2017,Commercial
8187,Z3760,"Multiple births, unspecified, some liveborn",Y,,,,,,,207,,,2017,Commercial
8188,Z3761,"Triplets, some liveborn",Y,,,,,,,207,,,2017,Commercial
8189,Z3762,"Quadruplets, some liveborn",Y,,,,,,,207,,,2017,Commercial
8190,Z3763,"Quintuplets, some liveborn",Y,,,,,,,207,,,2017,Commercial
8191,Z3764,"Sextuplets, some liveborn",Y,,,,,,,207,,,2017,Commercial
8192,Z3769,"Other multiple births, some liveborn",Y,,,,,,,207,,,2017,Commercial
8193,Z377,"Other multiple births, all stillborn",Y,,,,,,,207,,,2017,Commercial
8194,Z379,"Outcome of delivery, unspecified",Y,,,,,,,209,,,2017,Commercial
8195,Z3800,"Single liveborn infant, delivered vaginally",Y,,,,,,,249,,,2017,Commercial
8196,Z3801,"Single liveborn infant, delivered by cesarean",Y,,,,,,,249,,,2017,Commercial
8197,Z381,"Single liveborn infant, born outside hospital",Y,,,,,,,249,,,2017,Commercial
8198,Z382,"Single liveborn infant, unspecified as to place of birth",Y,,,,,,,249,,,2017,Commercial
8199,Z3830,"Twin liveborn infant, delivered vaginally",Y,,,,,,,248,,,2017,Commercial
8200,Z3831,"Twin liveborn infant, delivered by cesarean",Y,,,,,,,248,,,2017,Commercial
8201,Z384,"Twin liveborn infant, born outside hospital",Y,,,,,,,248,,,2017,Commercial
8202,Z385,"Twin liveborn infant, unspecified as to place of birth",Y,,,,,,,248,,,2017,Commercial
8203,Z3861,"Triplet liveborn infant, delivered vaginally",Y,,,,,,,247,,,2017,Commercial
8204,Z3862,"Triplet liveborn infant, delivered by cesarean",Y,,,,,,,247,,,2017,Commercial
8205,Z3863,"Quadruplet liveborn infant, delivered vaginally",Y,,,,,,,247,,,2017,Commercial
8206,Z3864,"Quadruplet liveborn infant, delivered by cesarean",Y,,,,,,,247,,,2017,Commercial
8207,Z3865,"Quintuplet liveborn infant, delivered vaginally",Y,,,,,,,247,,,2017,Commercial
8208,Z3866,"Quintuplet liveborn infant, delivered by cesarean",Y,,,,,,,247,,,2017,Commercial
8209,Z3868,"Other multiple liveborn infant, delivered vaginally",Y,,,,,,,247,,,2017,Commercial
8210,Z3869,"Other multiple liveborn infant, delivered by cesarean",Y,,,,,,,247,,,2017,Commercial
8211,Z387,"Other multiple liveborn infant, born outside hospital",Y,,,,,,,247,,,2017,Commercial
8212,Z388,"Other multiple liveborn infant, unspecified as to place of birth",Y,,,,,,,247,,,2017,Commercial
8213,Z390,Encounter for care and examination of mother immediately after delivery,Y,,,,,,,209,,,2017,Commercial
8214,Z391,Encounter for care and examination of lactating mother,Y,,,,,,,209,,,2017,Commercial
8215,Z392,Encounter for routine postpartum follow-up,Y,,,,,,,209,,,2017,Commercial
8216,Z430,Encounter for attention to tracheostomy,Y,,,,,,,125,,,2017,Commercial
8217,Z431,Encounter for attention to gastrostomy,Y,,,,,,,253,,,2017,Commercial
8218,Z432,Encounter for attention to ileostomy,Y,,,,,,,253,,,2017,Commercial
8219,Z433,Encounter for attention to colostomy,Y,,,,,,,253,,,2017,Commercial
8220,Z434,Encounter for attention to other artificial openings of digestive tract,Y,,,,,,,253,,,2017,Commercial
8221,Z435,Encounter for attention to cystostomy,Y,,,,,,,253,,,2017,Commercial
8222,Z436,Encounter for attention to other artificial openings of urinary tract,Y,,,,,,,253,,,2017,Commercial
8223,Z438,Encounter for attention to other artificial openings,Y,,,,,,,253,,,2017,Commercial
8224,Z439,Encounter for attention to unspecified artificial opening,Y,,,,,,,253,,,2017,Commercial
8225,Z44101,Encounter for fitting and adjustment of unspecified right artificial leg,Y,,,,,,,254,,,2017,Commercial
8226,Z44102,Encounter for fitting and adjustment of unspecified left artificial leg,Y,,,,,,,254,,,2017,Commercial
8227,Z44109,"Encounter for fitting and adjustment of unspecified artificial leg, unspecified leg",Y,,,,,,,254,,,2017,Commercial
8228,Z44111,Encounter for fitting and adjustment of complete right artificial leg,Y,,,,,,,254,,,2017,Commercial
8229,Z44112,Encounter for fitting and adjustment of complete left artificial leg,Y,,,,,,,254,,,2017,Commercial
8230,Z44119,"Encounter for fitting and adjustment of complete artificial leg, unspecified leg",Y,,,,,,,254,,,2017,Commercial
8231,Z44121,Encounter for fitting and adjustment of partial artificial right leg,Y,,,,,,,254,,,2017,Commercial
8232,Z44122,Encounter for fitting and adjustment of partial artificial left leg,Y,,,,,,,254,,,2017,Commercial
8233,Z44129,"Encounter for fitting and adjustment of partial artificial leg, unspecified leg",Y,,,,,,,254,,,2017,Commercial
8234,Z4821,Encounter for aftercare following heart transplant,Y,,,,,,,129,,,2017,Commercial
8235,Z4822,Encounter for aftercare following kidney transplant,Y,,,,,,,183,,,2017,Commercial
8236,Z4823,Encounter for aftercare following liver transplant,Y,,,,,,,34,,,2017,Commercial
8237,Z4824,Encounter for aftercare following lung transplant,Y,,,,,,,158,,,2017,Commercial
8238,Z48280,Encounter for aftercare following heart-lung transplant,Y,,,,,,,129,158,,2017,Commercial
8239,Z48290,Encounter for aftercare following bone marrow transplant,Y,,,,,,,251,,,2017,Commercial
8240,Z794,Long term (current) use of insulin,Y,,,,,,,21,,,2017,Commercial
8241,Z89411,Acquired absence of right great toe,Y,,,,,,,254,,,2017,Commercial
8242,Z89412,Acquired absence of left great toe,Y,,,,,,,254,,,2017,Commercial
8243,Z89419,Acquired absence of unspecified great toe,Y,,,,,,,254,,,2017,Commercial
8244,Z89421,Acquired absence of other right toe(s),Y,,,,,,,254,,,2017,Commercial
8245,Z89422,Acquired absence of other left toe(s),Y,,,,,,,254,,,2017,Commercial
8246,Z89429,"Acquired absence of other toe(s), unspecified side",Y,,,,,,,254,,,2017,Commercial
8247,Z89431,Acquired absence of right foot,Y,,,,,,,254,,,2017,Commercial
8248,Z89432,Acquired absence of left foot,Y,,,,,,,254,,,2017,Commercial
8249,Z89439,Acquired absence of unspecified foot,Y,,,,,,,254,,,2017,Commercial
8250,Z89441,Acquired absence of right ankle,Y,,,,,,,254,,,2017,Commercial
8251,Z89442,Acquired absence of left ankle,Y,,,,,,,254,,,2017,Commercial
8252,Z89449,Acquired absence of unspecified ankle,Y,,,,,,,254,,,2017,Commercial
