Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2019
(10/1/18 - 9/30/19)","FY2019 MCE
Age Condition
[use AGE_AT
_DIAGNOSIS]","FY2019
MCE Sex
Condition","CY2019 (FY19/FY20)
MCE Age
Condition
[use AGE_AT
_DIAGNOSIS]","CY2019
(FY19/FY20)
MCE Sex
Condition","CC Age Split
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
7799,T532X2A,"Toxic effect of trichloroethylene, intentional self-harm, initial encounter",Y,,,,,,,88,,
7800,T532X2S,"Toxic effect of trichloroethylene, intentional self-harm, sequela",Y,,,,,,,88,,
7801,T533X2A,"Toxic effect of tetrachloroethylene, intentional self-harm, initial encounter",Y,,,,,,,88,,
7802,T533X2S,"Toxic effect of tetrachloroethylene, intentional self-harm, sequela",Y,,,,,,,88,,
7803,T534X2A,"Toxic effect of dichloromethane, intentional self-harm, initial encounter",Y,,,,,,,88,,
7804,T534X2S,"Toxic effect of dichloromethane, intentional self-harm, sequela",Y,,,,,,,88,,
7805,T535X2A,"Toxic effect of chlorofluorocarbons, intentional self-harm, initial encounter",Y,,,,,,,88,,
7806,T535X2S,"Toxic effect of chlorofluorocarbons, intentional self-harm, sequela",Y,,,,,,,88,,
7807,T536X2A,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, initial encounter",Y,,,,,,,88,,
7808,T536X2S,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, sequela",Y,,,,,,,88,,
7809,T537X2A,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, initial encounter",Y,,,,,,,88,,
7810,T537X2S,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, sequela",Y,,,,,,,88,,
7811,T5392XA,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, initial encounter",Y,,,,,,,88,,
7812,T5392XS,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, sequela",Y,,,,,,,88,,
7813,T540X2A,"Toxic effect of phenol and phenol homologues, intentional self-harm, initial encounter",Y,,,,,,,88,,
7814,T540X2S,"Toxic effect of phenol and phenol homologues, intentional self-harm, sequela",Y,,,,,,,88,,
7815,T541X2A,"Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7816,T541X2S,"Toxic effect of other corrosive organic compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7817,T542X2A,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, initial encounter",Y,,,,,,,88,,
7818,T542X2S,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, sequela",Y,,,,,,,88,,
7819,T543X2A,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, initial encounter",Y,,,,,,,88,,
7820,T543X2S,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, sequela",Y,,,,,,,88,,
7821,T5492XA,"Toxic effect of unspecified corrosive substance, intentional self-harm, initial encounter",Y,,,,,,,88,,
7822,T5492XS,"Toxic effect of unspecified corrosive substance, intentional self-harm, sequela",Y,,,,,,,88,,
7823,T550X2A,"Toxic effect of soaps, intentional self-harm, initial encounter",Y,,,,,,,88,,
7824,T550X2S,"Toxic effect of soaps, intentional self-harm, sequela",Y,,,,,,,88,,
7825,T551X2A,"Toxic effect of detergents, intentional self-harm, initial encounter",Y,,,,,,,88,,
7826,T551X2S,"Toxic effect of detergents, intentional self-harm, sequela",Y,,,,,,,88,,
7827,T560X2A,"Toxic effect of lead and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7828,T560X2S,"Toxic effect of lead and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7829,T561X2A,"Toxic effect of mercury and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7830,T561X2S,"Toxic effect of mercury and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7831,T562X2A,"Toxic effect of chromium and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7832,T562X2S,"Toxic effect of chromium and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7833,T563X2A,"Toxic effect of cadmium and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7834,T563X2S,"Toxic effect of cadmium and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7835,T564X2A,"Toxic effect of copper and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7836,T564X2S,"Toxic effect of copper and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7837,T565X2A,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7838,T565X2S,"Toxic effect of zinc and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7839,T566X2A,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7840,T566X2S,"Toxic effect of tin and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7841,T567X2A,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7842,T567X2S,"Toxic effect of beryllium and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7843,T56812A,"Toxic effect of thallium, intentional self-harm, initial encounter",Y,,,,,,,88,,
7844,T56812S,"Toxic effect of thallium, intentional self-harm, sequela",Y,,,,,,,88,,
7845,T56892A,"Toxic effect of other metals, intentional self-harm, initial encounter",Y,,,,,,,88,,
7846,T56892S,"Toxic effect of other metals, intentional self-harm, sequela",Y,,,,,,,88,,
7847,T5692XA,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",Y,,,,,,,88,,
7848,T5692XS,"Toxic effect of unspecified metal, intentional self-harm, sequela",Y,,,,,,,88,,
7849,T570X2A,"Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7850,T570X2S,"Toxic effect of arsenic and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7851,T571X2A,"Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7852,T571X2S,"Toxic effect of phosphorus and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7853,T572X2A,"Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",Y,,,,,,,88,,
7854,T572X2S,"Toxic effect of manganese and its compounds, intentional self-harm, sequela",Y,,,,,,,88,,
7855,T573X2A,"Toxic effect of hydrogen cyanide, intentional self-harm, initial encounter",Y,,,,,,,88,,
7856,T573X2S,"Toxic effect of hydrogen cyanide, intentional self-harm, sequela",Y,,,,,,,88,,
7857,T578X2A,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",Y,,,,,,,88,,
7858,T578X2S,"Toxic effect of other specified inorganic substances, intentional self-harm, sequela",Y,,,,,,,88,,
7859,T5792XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",Y,,,,,,,88,,
7860,T5792XS,"Toxic effect of unspecified inorganic substance, intentional self-harm, sequela",Y,,,,,,,88,,
7861,T5802XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter",Y,,,,,,,88,,
7862,T5802XS,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, sequela",Y,,,,,,,88,,
7863,T5812XA,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",Y,,,,,,,88,,
7864,T5812XS,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, sequela",Y,,,,,,,88,,
7865,T582X2A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter",Y,,,,,,,88,,
7866,T582X2S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, sequela",Y,,,,,,,88,,
7867,T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter",Y,,,,,,,88,,
7868,T588X2S,"Toxic effect of carbon monoxide from other source, intentional self-harm, sequela",Y,,,,,,,88,,
7869,T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter",Y,,,,,,,88,,
7870,T5892XS,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, sequela",Y,,,,,,,88,,
7871,T590X2A,"Toxic effect of nitrogen oxides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7872,T590X2S,"Toxic effect of nitrogen oxides, intentional self-harm, sequela",Y,,,,,,,88,,
7873,T591X2A,"Toxic effect of sulfur dioxide, intentional self-harm, initial encounter",Y,,,,,,,88,,
7874,T591X2S,"Toxic effect of sulfur dioxide, intentional self-harm, sequela",Y,,,,,,,88,,
7875,T592X2A,"Toxic effect of formaldehyde, intentional self-harm, initial encounter",Y,,,,,,,88,,
7876,T592X2S,"Toxic effect of formaldehyde, intentional self-harm, sequela",Y,,,,,,,88,,
7877,T593X2A,"Toxic effect of lacrimogenic gas, intentional self-harm, initial encounter",Y,,,,,,,88,,
7878,T593X2S,"Toxic effect of lacrimogenic gas, intentional self-harm, sequela",Y,,,,,,,88,,
7879,T594X2A,"Toxic effect of chlorine gas, intentional self-harm, initial encounter",Y,,,,,,,88,,
7880,T594X2S,"Toxic effect of chlorine gas, intentional self-harm, sequela",Y,,,,,,,88,,
7881,T595X2A,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, initial encounter",Y,,,,,,,88,,
7882,T595X2S,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, sequela",Y,,,,,,,88,,
7883,T596X2A,"Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter",Y,,,,,,,88,,
7884,T596X2S,"Toxic effect of hydrogen sulfide, intentional self-harm, sequela",Y,,,,,,,88,,
7885,T597X2A,"Toxic effect of carbon dioxide, intentional self-harm, initial encounter",Y,,,,,,,88,,
7886,T597X2S,"Toxic effect of carbon dioxide, intentional self-harm, sequela",Y,,,,,,,88,,
7887,T59812A,"Toxic effect of smoke, intentional self-harm, initial encounter",Y,,,,,,,88,,
7888,T59812S,"Toxic effect of smoke, intentional self-harm, sequela",Y,,,,,,,88,,
7889,T59892A,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter",Y,,,,,,,88,,
7890,T59892S,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, sequela",Y,,,,,,,88,,
7891,T5992XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter",Y,,,,,,,88,,
7892,T5992XS,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, sequela",Y,,,,,,,88,,
7893,T600X2A,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7894,T600X2S,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, sequela",Y,,,,,,,88,,
7895,T601X2A,"Toxic effect of halogenated insecticides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7896,T601X2S,"Toxic effect of halogenated insecticides, intentional self-harm, sequela",Y,,,,,,,88,,
7897,T602X2A,"Toxic effect of other insecticides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7898,T602X2S,"Toxic effect of other insecticides, intentional self-harm, sequela",Y,,,,,,,88,,
7899,T603X2A,"Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7900,T603X2S,"Toxic effect of herbicides and fungicides, intentional self-harm, sequela",Y,,,,,,,88,,
7901,T604X2A,"Toxic effect of rodenticides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7902,T604X2S,"Toxic effect of rodenticides, intentional self-harm, sequela",Y,,,,,,,88,,
7903,T608X2A,"Toxic effect of other pesticides, intentional self-harm, initial encounter",Y,,,,,,,88,,
7904,T608X2S,"Toxic effect of other pesticides, intentional self-harm, sequela",Y,,,,,,,88,,
7905,T6092XA,"Toxic effect of unspecified pesticide, intentional self-harm, initial encounter",Y,,,,,,,88,,
7906,T6092XS,"Toxic effect of unspecified pesticide, intentional self-harm, sequela",Y,,,,,,,88,,
7907,T6102XA,"Ciguatera fish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,
7908,T6102XS,"Ciguatera fish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,
7909,T6112XA,"Scombroid fish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,
7910,T6112XS,"Scombroid fish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,
7911,T61772A,"Other fish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,
7912,T61772S,"Other fish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,
7913,T61782A,"Other shellfish poisoning, intentional self-harm, initial encounter",Y,,,,,,,88,,
7914,T61782S,"Other shellfish poisoning, intentional self-harm, sequela",Y,,,,,,,88,,
7915,T618X2A,"Toxic effect of other seafood, intentional self-harm, initial encounter",Y,,,,,,,88,,
7916,T618X2S,"Toxic effect of other seafood, intentional self-harm, sequela",Y,,,,,,,88,,
7917,T6192XA,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",Y,,,,,,,88,,
7918,T6192XS,"Toxic effect of unspecified seafood, intentional self-harm, sequela",Y,,,,,,,88,,
7919,T620X2A,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",Y,,,,,,,88,,
7920,T620X2S,"Toxic effect of ingested mushrooms, intentional self-harm, sequela",Y,,,,,,,88,,
7921,T621X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",Y,,,,,,,88,,
7922,T621X2S,"Toxic effect of ingested berries, intentional self-harm, sequela",Y,,,,,,,88,,
7923,T622X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",Y,,,,,,,88,,
7924,T622X2S,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela",Y,,,,,,,88,,
7925,T628X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",Y,,,,,,,88,,
7926,T628X2S,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, sequela",Y,,,,,,,88,,
7927,T6292XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",Y,,,,,,,88,,
7928,T6292XS,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, sequela",Y,,,,,,,88,,
7929,T63002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",Y,,,,,,,88,,
7930,T63002S,"Toxic effect of unspecified snake venom, intentional self-harm, sequela",Y,,,,,,,88,,
7931,T63012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",Y,,,,,,,88,,
7932,T63012S,"Toxic effect of rattlesnake venom, intentional self-harm, sequela",Y,,,,,,,88,,
7933,T63022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",Y,,,,,,,88,,
7934,T63022S,"Toxic effect of coral snake venom, intentional self-harm, sequela",Y,,,,,,,88,,
7935,T63032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",Y,,,,,,,88,,
7936,T63032S,"Toxic effect of taipan venom, intentional self-harm, sequela",Y,,,,,,,88,,
7937,T63042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",Y,,,,,,,88,,
7938,T63042S,"Toxic effect of cobra venom, intentional self-harm, sequela",Y,,,,,,,88,,
7939,T63062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",Y,,,,,,,88,,
7940,T63062S,"Toxic effect of venom of other North and South American snake, intentional self-harm, sequela",Y,,,,,,,88,,
7941,T63072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",Y,,,,,,,88,,
7942,T63072S,"Toxic effect of venom of other Australian snake, intentional self-harm, sequela",Y,,,,,,,88,,
7943,T63082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",Y,,,,,,,88,,
7944,T63082S,"Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela",Y,,,,,,,88,,
7945,T63092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",Y,,,,,,,88,,
7946,T63092S,"Toxic effect of venom of other snake, intentional self-harm, sequela",Y,,,,,,,88,,
7947,T63112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",Y,,,,,,,88,,
7948,T63112S,"Toxic effect of venom of gila monster, intentional self-harm, sequela",Y,,,,,,,88,,
7949,T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",Y,,,,,,,88,,
7950,T63122S,"Toxic effect of venom of other venomous lizard, intentional self-harm, sequela",Y,,,,,,,88,,
7951,T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",Y,,,,,,,88,,
7952,T63192S,"Toxic effect of venom of other reptiles, intentional self-harm, sequela",Y,,,,,,,88,,
7953,T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",Y,,,,,,,88,,
7954,T632X2S,"Toxic effect of venom of scorpion, intentional self-harm, sequela",Y,,,,,,,88,,
